CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
40.227.498/0001-44;PREVISA SERVICOS FINANCEIROS LTDA;PREVISA SERVICOS FINANCEIROS;1997-01-22;2009-10-13;CANCELAMENTO A PEDIDO;CANCELADA;2009-10-13;PRIVADO;SEDE;RUA FERREIRA DE RESENDE 14;SALA 301;LAGOA;RIO DE JANEIRO;RJ;22471170;21;25075210;;
14.784.951/0001-03;PRICE CONSULTORIA DE VALORES MOBILIÁRIO - EIRELI;PRICE CONSULTORIA DE VALORES MOBILIÁRIO - EIRELI;2013-04-26;2018-08-07;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2018-08-07;PRIVADO;SEDE;RUA DUQUE D`AOSTA;45;MUSSOULINI;SÃO BERNARDO DO CAMPO;SP;9620050;11;27582699;djalmasgomes@terra.com.bt;
13.088.600/0001-03;PRINCÍPIO CONSULTORIA E GESTÃO S/S;PRINCÍCIO CONSULTORIA E GESTÃO;2015-08-24;;;EM FUNCIONAMENTO NORMAL;2015-08-24;PRIVADO;SEDE;RUA C-236, 153/202;;JARDIM AMÉRICA;GOIÂNIA;GO;74290130;62;32852177;marcelodias.advogado@gmail.com;www.principioconsultoria.com.br
17.585.521/0001-50;PRÓ TRADER C.P. LTDA;NIU INVESTIMENTOS;2021-08-03;;;EM FUNCIONAMENTO NORMAL;2021-08-03;PRIVADO;SEDE;RUA PADRE DUARTE, 151/SL 31;;JARDIM NOVA AMERICA;ARARAQUARA;SP;14800360;16;981666369;rf@niuinvestimentos.com.br;http://www.niuinvestimentos.com.br/
17.042.957/0001-01;PROAGRI CONSULTORIA EM INVESTIMENTOS LTDA;PRO AGRI INVESTIMENTOS;2013-01-02;2015-12-22;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-22;PRIVADO;SEDE;AV. HIST. RUBENS DE MENDONÇA;2.000 - SALA 709-B;BOSQUE DA SAÚDE;CUIABÁ;MT;78050000;65;33584988;lucas@proagriinvest.com.br;http://www.proagriinvest.com.br
53.585.287/0001-25;PROCAL COR MERC E CONS LTDA;PROCAL;1987-04-03;2001-11-28;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2001-11-28;PRIVADO;SEDE;MANOEL GUEDES, 504/ 5 ANDAR;;;SÃO PAULO;SP;4536070;;;;
20.945.268/0001-03;PROFESSIONAL FINANCIAL PLANNER EIRELI;PROFESSIONAL FINANCIAL PLANNER;2014-10-24;2022-12-19;CANCELAMENTO A PEDIDO;CANCELADA;2022-12-19;PRIVADO;SEDE;AVENIDA JUSCELINO KUBITSCHEK;1726;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;31682071;ocerqueira@conceitoic.com.br;www.pfpconceito.com.br
12.448.812/0001-83;PROGREDIR CONSULTORIA DE INVESTIMENTOS LTDA;PROGREDIR INVESTIMENTOS;2010-10-08;;;EM FUNCIONAMENTO NORMAL;2010-10-08;PRIVADO;SEDE;AV. JOÃO CABRAL DE MELLO NETO;850 - 928/03;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22775057;21;31775254;contato@progredirinvestimentos.com.br;www.progredirinvestimentos.com.br
55.805.527/0001-85;PROINVEST CONS ASSOC SC LTDA;PROINVEST;1987-03-24;1991-12-17;;CANCELADA;1991-12-17;PRIVADO;SEDE;R DR MARIO FERRAZ 95 AP 71;;;SÃO PAULO;SP;1453010;;;;
68.559.301/0001-93;PROJEÇÃO CONSULTORIA FINANCEIRA LTDA;PROJECAO.COM;2000-09-01;2012-04-03;CANCELAMENTO A PEDIDO;CANCELADA;2012-04-03;PRIVADO;SEDE;RUA ANALIA FRANCO, 258;CASA 46-B;CAMPINHO;RIO DE JANEIRO;RJ;21330120;;;ricardoborges@ricardoborges.com;
68.559.301/0001-93;PROJEÇÃO CONSULTORIA FINANCEIRA LTDA;PROJECAO.COM;2012-07-02;2013-09-05;CANCELAMENTO A PEDIDO;CANCELADA;2013-09-05;PRIVADO;SEDE;RUA ANALIA FRANCO, 258;CASA 46-B;CAMPINHO;RIO DE JANEIRO;RJ;21330120;;;ricardoborges@ricardoborges.com;http://www.projecao.com
31.541.066/0001-12;PRÓPRIO CONSULTORIA DE INVESTIMENTOS LTDA.;PRÓPRIO CONSULTORIA;2019-02-05;;;EM FUNCIONAMENTO NORMAL;2019-02-05;PRIVADO;SEDE;RUA AÇORES, 57/401;;PASSO D'AREIA;PORTO ALEGRE;RS;91030340;51;21840037;contato@proprioconsultoria.com.br;www.proprioconsultoria.com.br
29.167.608/0001-97;PROSPECTIVA CONS ADM LTDA;PROSPECTIVA;1985-09-04;1998-05-28;CANCELAMENTO A PEDIDO;CANCELADA;1998-05-28;PRIVADO;SEDE;RUA: DO ROSARIO, 103/10 ANDAR;;;RIO DE JANEIRO;RJ;20041004;;;;
02.397.176/0001-54;PROSPECTO AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;PROSPECTO CONSULTORIA DE VALORES MOBIARIOS S/S LTDA;2001-06-19;2006-05-17;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2006-05-17;PRIVADO;SEDE;RUA CARAMBEI, 131;;VILA SANTA MARIA;SÃO PAULO;SP;2561080;11;55752801;fabioamaral@finabank.com.br;
10.713.934/0001-24;PRÓTON ADMINISTRADORA DE RECURSOS LTDA;--;2009-06-26;2009-06-26;REGISTRO INDEVIDO;CANCELADA;2009-06-26;PRIVADO;SEDE;RUA ALBINO RODRIGUES COSTA, 34;;VILA MARIANA;SÃO PAULO;SP;4016020;11;50836176;hpalumbo@protonam.com.br;
23.614.333/0001-06;PYRÉNÉES WEALTH CONSULTORIA DE INVESTIMENTO LTDA.;PYRÉNÉES WEALTH CONSULTORIA;2016-01-28;2018-05-30;CANCELAMENTO A PEDIDO;CANCELADA;2018-05-30;PRIVADO;SEDE;RUA CUBATÃO, 372/52;;VILA MARIANA;SÃO PAULO;SP;4013001;11;983567224;mparracardoso@gmail.com;
43.485.732/0001-21;QINV CONSULTORIA DE VALORES MOBILIARIOS LTDA;-----;2022-01-27;;;EM FUNCIONAMENTO NORMAL;2022-01-27;PRIVADO;SEDE;RUA PARAÍBA, 550/SALA 900;;SAVASSI;BELO HORIZONTE;MG;30130141;31;984110025;lucas.rolla@ivifinance.com;https://qinv.com.br/
05.458.707/0001-60;QTK PESQUISA E CONSULTORIA S/S LTDA;QTK TECH AND KNOWLEDGE;2012-01-24;2014-04-16;CANCELAMENTO A PEDIDO;CANCELADA;2014-04-16;PRIVADO;SEDE;R CARDEAL ARCOVERDE, 2126;SOBRELOJA - SALA D;PINHEIROS;SÃO PAULO;SP;5408002;;;samara@guiancintabilidade.com.br;www.qtk.com.br
21.216.597/0001-86;QUANTS CONSULTORIA LTDA - ME;-----;2016-05-24;2017-05-10;CANCELAMENTO A PEDIDO;CANCELADA;2017-05-10;PRIVADO;SEDE;AV. REPÚBLICA ARGENTINA, 210;SL 407;ÁGUA VERDE;CURITIBA;PR;80240210;41;30793200;contato@quantsconsultoria.com.br;www.quantsconsultoria.com.br
21.448.215/0001-40;RAVIMA PARTICIPAÃiES E NEGËCIOS LTDA.;RAVIMA;2022-04-05;;;EM FUNCIONAMENTO NORMAL;2022-04-05;PRIVADO;SEDE;RUA BENTO GONCALVES, 2310/SALA 54;;CENTRO;NOVO HAMBURGO;RS;95310320;11;981471189;leandro@ravima.com.br;https://www.ravima.com.br
01.402.313/0001-39;RC CONSULTORES S/C;RC CONSULTORES S/C;1998-08-05;2002-04-12;CANCELAMENTO A PEDIDO;CANCELADA;2002-04-12;PRIVADO;SEDE;AV. RIO BRANCO, 89-B/1002;;;RIO DE JANEIRO;RJ;20040004;21;22330350;;
22.828.968/0001-43;REC GESTÃO DE RECURSOS S.A.;REAL ESTATE CAPITAL;2018-11-20;;;EM FUNCIONAMENTO NORMAL;2018-11-20;PRIVADO;SEDE;RUA ELVIRA FERRAZ, 250;CONJUNTO 216;VILA OLÍMPIA;SÃO PAULO;SP;4552040;11;994365311;frederico.porto@rec-gestao.com;www.rec-gestao.com
14.261.603/0001-51;REFERÊNCIA GESTÃO E RISCO LTDA;REFERÊNCIA GESTÃO E RISCO LTDA;2012-12-07;;;EM FUNCIONAMENTO NORMAL;2012-12-07;PRIVADO;SEDE;AV. GETÚLIO VARGAS, 1151;1611;BAIRRO MENINO DEUS;PORTO ALEGRE;RS;90150005;51;32078059;nuriaadm@gmail.com;https://referencia.poa.br/
22.639.687/0001-42;REFRAN CONSULTORIA FINANCEIRA LTDA.;REFRAN;2015-10-16;;;EM FUNCIONAMENTO NORMAL;2015-10-16;PRIVADO;SEDE;RUA HELENA, 170;CONJUNTO 31;VILA OLÍMPIA;SÃO PAULO;SP;4552050;11;32971731;abrant@refranconsultoria.com.br;
08.604.329/0001-73;REIT CONSULTORIA DE INVESTIMENTOS LTDA.;--;2008-06-06;;;EM FUNCIONAMENTO NORMAL;2008-06-06;PRIVADO;SEDE;AV RIO BRANCO, 181;SALA 710;CENTRO;RIO DE JANEIRO;RJ;20040007;21;24600200;haroldo.monteiro@reit.com.br;www.reit.com.br
02.269.237/0001-06;RELIANCE ASSET MANAGEMENT ADMINISTRAÇÃO DE RECURSOS LTDA;RELIANCE ASSET MANAGEMENT ADMINISTRAÇÃO DE RECURSOS LTDA;2006-06-06;2020-02-29;CANCELAMENTO A PEDIDO;CANCELADA;2020-02-29;PRIVADO;SEDE;RUA ELVIRA FERRAZ, 68;11º ANDAR , SALA 17;VILA OLÍMPIA;SÃO PAULO;SP;455204;11;30899393;rebecca.wu@jbfo.com;
02.647.198/0001-25;RELIANCE SERVICOS FINANCEIROS LTDA;RELIANCE;2000-06-02;2020-02-29;CANCELAMENTO A PEDIDO;CANCELADA;2020-02-29;PRIVADO;SEDE;RUA ELVIRA FERRAZ, 68;11 ANDAR SALA 18;VILA OLIMPIA;SÃO PAULO;SP;4552040;11;30899393;carvalho@reliance.com.br;
24.129.548/0001-02;RELIANCE SERVIÇOS INTERNACIONAIS LTDA.;RELIANCE SERVIÇOS INTERNACIONAIS LTDA.;2017-06-13;2020-02-29;CANCELAMENTO A PEDIDO;CANCELADA;2020-02-29;PRIVADO;SEDE;RUA ELVIRA FERRAZ, 68;10 ANDAR SALA 15;ALPHAVILLE;SÃO PAULO;SP;4552040;11;30899393;carvalho@reliance.com.br;
49.475.869/0001-81;RENOVA MULTI FAMILY OFFICE LTDA.;RENOVA WEALTH MANAGEMENT;2023-04-05;;;EM FUNCIONAMENTO NORMAL;2023-03-31;;SEDE;Av. Pedroso de Morais, nº 272;6º Andar, Salas 2 e 3;Pinheiros;SÃO PAULO;SP;5420000;11;971718651;vinicius.papadopoli@renovawm.com.br;
79.522.132/0001-33;RH SERVICOS TECNICOS LTDA;RH;1986-12-29;2002-05-31;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2002-05-31;PRIVADO;SEDE;R. XV DE NOVEMBRO, 55;;;BLUMENAU;SC;89010001;;;;
20.813.679/0001-45;RICARDO BAETA NEVES LANDSKRON CONSULTORIA DE VALORES MOBILIÁRIOS;RICARDO BAETA NEVES LANDSKRON CONSULTORIA DE VALORES MOBILIÁRIOS;2014-11-04;;;EM FUNCIONAMENTO NORMAL;2014-11-04;PRIVADO;SEDE;RUA EDISON 513;AP 31;CAMPO BELO;SÃO PAULO;SP;4618032;11;982149918;rlandskron@uol.com.br;
08.935.565/0001-72;RIO BRAVO WEALTH MANAGEMENT ASSESSORIA EMPRESARIAL LTDA.;--;2007-08-16;2008-03-20;CANCELAMENTO A PEDIDO;CANCELADA;2008-03-20;PRIVADO;SEDE;AV. CHEDID JAFET, 222 BLOCO 3;3º ANDAR PARTE;;SÃO PAULO;SP;4551065;;;wealthmanagement@riobravo.com.br;
08.653.692/0001-89;RISK ASSESSMENT CONSULTORIA S.A.;--;2007-07-31;2019-05-01;CANCELAMENTO A PEDIDO;CANCELADA;2019-05-01;PRIVADO;SEDE;AV DR GUILHERME DUMONT VILLARE;1930, APTO 151;JD LONDRINA;SÃO PAULO;SP;5640003;;;piresr@gmail.com;
14.400.821/0001-20;RISK CONSULTORIA E ASSESSORIA FINANCEIRA LTDA;--;2011-11-10;2017-02-08;CANCELAMENTO A PEDIDO;CANCELADA;2017-02-08;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK;CONJ. 132;ITAIM BIBI;SÃO PAULO;SP;4543000;;;compliance@advis.com.br;
02.508.624/0001-40;RISKCONTROL SERVICOS LTDA;RISKCONTROL SERVICOS LTDA;2002-08-02;2009-01-09;CANCELAMENTO A PEDIDO;CANCELADA;2009-01-09;PRIVADO;SEDE;PRAÇA PIO X 98/2 ANDAR - PARTE;;CENTRO;RIO DE JANEIRO;RJ;20091040;21;25148548;info.riskcontrol@riskcontrol.com.br;
03.214.766/0001-67;RISKFUND CONSULTORIA DE FUNDOS DE INVESTIMENTO LTDA;RISKFUND CONSULTORIA DE FUNDOS DE INVESTIMENTO LTDA;2000-06-06;2004-08-27;CANCELAMENTO A PEDIDO;CANCELADA;2004-08-27;PRIVADO;SEDE;R. ARAUJO PORTO ALEGRE, 36/ 8;;;RIO DE JANEIRO;RJ;20030010;;;;
46.095.088/0001-73;RODHIUM CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;RODHIUM CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;2023-01-24;;;EM FUNCIONAMENTO NORMAL;2023-01-24;;SEDE;Rua Bom Jesus, 212;Sala 704, Andar 07;Juvevê;CURITIBA;PR;80035010;41;996156868;compliance@rodhium.com.br;
10.927.936/0001-16;ROSENBERG INVESTIMENTOS - CONSULTORA E ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA;--ROSENBERG INVESTIMENTOS;2009-08-11;2009-10-16;CANCELAMENTO A PEDIDO;CANCELADA;2009-10-16;PRIVADO;SEDE;RUA ATILIO PIFFER,271;CONJUNTO 102;CASA VERDE;SÃO PAULO;SP;2516000;11;36654757;noemi@rpartners.com.br;
10.927.936/0001-16;ROSENBERG INVESTIMENTOS - CONSULTORA E ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA;--ROSENBERG INVESTIMENTOS;2010-01-15;;;EM FUNCIONAMENTO NORMAL;2010-01-15;PRIVADO;SEDE;RUA ATILIO PIFFER,271;CONJUNTO 102;CASA VERDE;SÃO PAULO;SP;2516000;11;36654757;noemi@rpartners.com.br;rosenberg.com.br/rinvestimentos
40.008.771/0001-40;RP CAPITAL CONSULTORIA DE INVESTIMENTOS LTDA.;-----;2021-03-25;;;EM FUNCIONAMENTO NORMAL;2021-03-25;PRIVADO;SEDE;AV. JOSÉ ADOLFO BIANCO MOLINA, 2054/SL 2100;;JARDIM CANADÁ;RIBEIRÃO PRETO;SP;14024210;16;35167504;julia.colli@rpwm.com.br;www.rpwm.com.br
13.059.070/0001-67;RPPS BRASIL CONSULTORIA LTDA;RPPS BRASIL CONSULTORIA;2012-04-16;2015-12-22;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-22;PRIVADO HOLDING;SEDE;RUA C-067, QUADRA 113, LOTE 20;;SETOR SUDOESTE;GOIÂNIA;GO;74305460;62;35755317;junior@rppsbrasil.com.br;http://www.rppsbrasil.com.br
09.250.406/0001-05;RT FINANCIAL CONSULTORIA LTDA ME;--;2009-03-19;2012-01-30;CANCELAMENTO A PEDIDO;CANCELADA;2012-01-30;PRIVADO;SEDE;RUA DR. BACELAR, 231;CJ 64;;SÃO PAULO;SP;4026000;;;richard.tapper@devereandpartners.com;
22.139.095/0001-61;RUBIK CAPITAL LTDA.;RUBIK CAPITAL;2021-03-18;;;EM FUNCIONAMENTO NORMAL;2021-03-18;PRIVADO;SEDE;RUA GENERAL MARIO TOURINHO, 1733/SL 1301;;CAMPINA DO SIQUEIRA;CURITIBA;PR;80740000;41;41015809;vcm@rubikcapital.com;www.rubikcapital.com.br
07.683.961/0001-97;RXZ ADMINISTRAÇÃO DE RECURSOS E INVESTIMENTOS LTDA.;--;2006-11-16;2007-10-05;CANCELAMENTO A PEDIDO;CANCELADA;2007-10-05;PRIVADO;SEDE;Rua Jerônimo da Veiga;384;Itaim Bibi;SÃO PAULO;SP;4536001;11;30961800;flavia@rxzinvest.com.br;
05.642.309/0001-07;SAG INVESTIMENTOS LTDA.;SAG INVESTIMENTOS LTDA.;2011-09-12;;;EM FUNCIONAMENTO NORMAL;2011-09-12;PRIVADO;SEDE;AV BRIG FARIA LIMA;2277 9 AND CJ 903 SL A;JD PAULISTANO;SÃO PAULO;SP;1452000;11;21850900;milerpar@terra.com.br;www.saginvestimentos.com.br
01.117.446/0001-63;SAGITTA SERVIÇOS LTDA;-----;2005-12-15;2019-04-22;CANCELAMENTO A PEDIDO;CANCELADA;2019-04-22;PRIVADO;SEDE;RUA VISCONDE DE PIRAJÁ, 623;CJ 502 A 504;IPANEMA;RIO DE JANEIRO;RJ;22410003;21;25124704;diogo@sagittapart.com;
09.238.885/0001-36;SALAMI CONSULTORIA DE INVESTIMENTOS S/S LTDA;SALAMI CONSULTORIA DE INVESTIMENTOS S/S LTDA;2010-02-25;;;EM FUNCIONAMENTO NORMAL;2010-02-25;PRIVADO;SEDE;RUA URUGUAI, 155;611;CENTRO HISTÓRICO;PORTO ALEGRE;RS;90010140;51;30852008;carlos@salamiconsultoria.com.br;www.salamiconsultoria.com.br
61.954.160/0001-64;SANKT GALLEN INVESTIMENTOS LTDA;SANKT GALLEN INVESTIMENTOS LTDA;2001-12-13;;;EM FUNCIONAMENTO NORMAL;2001-12-13;PRIVADO;;;;;;;;;;sanktgallen@sankgallen.com.br;www.sanktgallen.com.br
05.800.326/0001-17;SANTA BARBARA CONSULTORIA DE VALORES MOBILIARIOS LTDA;SANTA BARBARA CONSULTORIA DE VALORES MOBILIARIOS LTDA;2005-07-07;2008-09-25;CANCELAMENTO A PEDIDO;CANCELADA;2008-09-25;PRIVADO;SEDE;RUA FIDÊNCIO RAMOS, Nº 195;CONJ. 13;VILA OLÍMPIA;SÃO PAULO;SP;4551010;11;30498858;leoben@santabarbarafinancial.net;
44.079.192/0001-49;SANTA FE INVESTIMENTOS LTDA;SANTA FÉ INVESTIMENTOS;1985-07-17;2018-11-16;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-16;PRIVADO;SEDE;RUA PEDROSO ALVARENGA, 1221;10 ANDAR;ITAIM BIBI;SÃO PAULO;SP;4531012;11;55088020;contato@santafe.com.br;www.santafe.com.br
04.841.614/0001-57;SANTANDER BRASIL ADVISORY SERVICES S.A.;SANTANDER BRASIL ADVISORY SERVICES S.A.;2011-12-26;2017-10-25;CANCELAMENTO A PEDIDO;CANCELADA;2017-10-25;PRIVADO;SEDE;AV PRES. JUSCELINO KUBITSCHEK;2041 E 2235 BL A;VILA OLÍMPIA;SÃO PAULO;SP;4543011;11;35535438;corgreguladores@santander.com.br;
10.977.742/0001-25;SANTANDER BRASIL ASSET MANAGEMENT S.A.;SANTANDER BRASIL ASSET MANAGEMENT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2007-11-08;2017-02-03;CANCELAMENTO A PEDIDO;CANCELADA;2017-02-03;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK;2041 BL.A 18 ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;4543011;11;41309218;lartioli@santander.com.br;
04.270.778/0001-71;SANTANDER CORRETORA DE SEGUROS, INVESTIMENTOS E SERVIÇOS S.A.;SANTANDER CORRETORA;2001-04-20;2011-12-29;CANCELAMENTO A PEDIDO;CANCELADA;2011-12-29;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK, 2235/BL A, 7º ANDAR;;VILA OLÍMPIA;SÃO PAULO;SP;4543011;11;35539416;cclemente@santander.com.br;
04.270.778/0001-71;SANTANDER CORRETORA DE SEGUROS, INVESTIMENTOS E SERVIÇOS S.A.;SANTANDER CORRETORA;2019-06-18;2021-03-29;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-29;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK, 2235/BL A, 7º ANDAR;;VILA OLÍMPIA;SÃO PAULO;SP;4543011;11;35539416;cclemente@santander.com.br;
04.270.778/0001-71;SANTANDER CORRETORA DE SEGUROS, INVESTIMENTOS E SERVIÇOS S.A.;SANTANDER CORRETORA;2023-02-09;;;EM FUNCIONAMENTO NORMAL;2023-02-09;;SEDE;AV. PRES. JUSCELINO KUBITSCHEK, 2235/BL A, 7º ANDAR;;VILA OLÍMPIA;SÃO PAULO;SP;4543011;11;35539416;cclemente@santander.com.br;
40.904.853/0001-72;SAPIENS CONSULTORIA DE INVESTIMENTOS LTDA;SAPIENS CONSULTORIA DE INVESTIMENTOS LTDA;2022-11-04;;;EM FUNCIONAMENTO NORMAL;2022-10-11;;SEDE;Avenida Deputado Jamel Cecílio;n. 2690, Ed. Metropolitan Tokyo, Sala 401;Jardim Goiás;GOIÂNIA;GO;74810100;62;20201795;contato@sapiensci.com.br;
40.301.694/0001-11;SARAVALLE INVEST CONSULTORIA LTDA;SARAINVEST;2022-08-15;;;EM FUNCIONAMENTO NORMAL;2022-08-15;PRIVADO;SEDE;RUA URUSSUI, 300/9º ANDAR;;ITAIM BIBI;SÃO PAULO;SP;4542051;11;990164848;contato@sarainvest.com.br;www.sarainvest.com.br
42.912.336/0001-70;SAROH CONSCIÊNCIA FINANCEIRA LTDA;SAROH CONSCIÊNCIA FINANCEIRA;2021-11-04;;;EM FUNCIONAMENTO NORMAL;2021-11-04;PRIVADO;SEDE;RUA POETISA COLOMBINA, 651;;JARDIM BONFIGLIOLI;SÃO PAULO;SP;5593011;11;962254486;saroh@saroh.com.br;https://saroh.com.br/
37.686.925/0001-48;SAVVY INVESTIMENTOS - CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;SAVVY INVESTIMENTOS;2021-02-01;;;EM FUNCIONAMENTO NORMAL;2021-02-01;PRIVADO;SEDE;RUA TEÓFILO OTONI, 15/SL 515 E 518;;CENTRO;RIO DE JANEIRO;RJ;20090080;21;22233482;backoffice@savvy.com.br;www.savvyinvestimentos.com.br
50.198.198/0001-38;SC CONSULTORIA DE VALORES MOBILIARIOS LTDA;CONSULTOR SAUL CAMPOS;2023-04-05;2023-04-06;REGISTRO INDEVIDO;CANCELADA;2023-04-06;;SEDE;AV CEL COLARES MOREIRA, LOJA 02/QUADRA 001;POSTO PALOMA;RENASCENÇA;SÃO LUÍS;MA;65075441;98;982138173;saul-campos@live.com;
58.729.427/0001-05;SC CORRETORA DE COMMODITIES LTDA ME;SC;1989-11-11;1990-07-04;;CANCELADA;1990-07-04;;SEDE;AV NOVA CANTAREIRA 3416 CJ 31;;;RIO DE JANEIRO;RJ;2340;;;;
03.578.616/0001-32;SCFN CONSULTORIA FINANCEIRA LTDA;SCFN CONSULTORIA FINANCEIRA LTDA;2000-10-11;;;EM FUNCIONAMENTO NORMAL;2000-10-11;PRIVADO;;;;;;;;;;leandro@scfnbr.com;
92.886.662/0001-29;SCHRODER INVESTMENT MANAGEMENT BRASIL LTDA.;SCHRODER INVESTMENT MANAGEMENT BRASIL LTDA;2011-09-14;2013-10-21;CANCELAMENTO A PEDIDO;CANCELADA;2013-10-21;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK, 1327;12° AND, CONJ 121;ITAIM BIBI;SÃO PAULO;SP;4543011;11;30545150;daniel.celano@schroders.com;
49.622.794/0001-14;SCOPO FP CONSULTORIA EM INVESTIMENTOS LTDA.;SCOPO INVESTIMENTOS;2023-03-30;;;EM FUNCIONAMENTO NORMAL;2023-03-30;;SEDE;Avenida Getúlio Vargas;10o. andar;Savassi;BELO HORIZONTE;MG;30112021;31;33183234;atendimento@scopofp.com.br;
28.706.729/0001-05;SEAWIFE PARTICIPACOES LTDA;SEAWIFE;1987-03-31;2002-05-03;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2002-05-03;PRIVADO;SEDE;RUA: SAO JOSE, 70/15 ANDAR;;;RIO DE JANEIRO;RJ;20040001;21;22213050;;
47.181.394/0001-95;SEGNO CAPITAL CONSULTORIA FINANCEIRA LTDA;SEGNO CAPITAL;2022-08-04;;;EM FUNCIONAMENTO NORMAL;2022-08-04;PRIVADO;SEDE;RUA CAMPANHA, 189/406;;CARMO;BELO HORIZONTE;MG;30310770;31;986992909;cleiton.quirino@segnocapital.com;www.segnocapital.com.br
14.057.808/0001-10;SETE CAPITAL CONSULTORIA LTDA;SETE CAPITAL CONSULTORIA LTDA;2016-04-13;;;EM FUNCIONAMENTO NORMAL;2016-04-13;PRIVADO;SEDE;AV. OLINDA, NUMERO 960;SALA 809;PARK LOZANDES;GOIÂNIA;GO;74884120;62;39246211;reiter@setecapitalrpps.com.br;setecapitalrpps.com.br
28.451.334/0001-09;SEVERINI ASSES FIN SC LTDA;SEVERINI;1985-04-26;1992-03-23;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;1992-03-23;PRIVADO;SEDE;R.PARIS, 101 CHACARA DAS ROSAS;;;PETRÓPOLIS;RJ;25680320;;;;
42.653.971/0001-80;SHARKE CONSULTORIA DE INVESTIMENTOS LTDA;SHARKE CONSULTORIA DE INVESTIMENTOS MOBILI-RIOS;2022-04-13;;;EM FUNCIONAMENTO NORMAL;2022-04-13;PRIVADO;SEDE;SRTVS QUADRA 701 BLOCO O SALA 656;;ASA SUL;BRASÍLIA;DF;70340000;61;984971630;contato@sharke.com.br;https://www.sharke.com.br
24.448.855/0001-48;SICLOOS CONSULTORIA DE INVESTIMENTOS LTDA - EPP;-----;2016-06-03;2019-12-23;CANCELAMENTO A PEDIDO;CANCELADA;2019-12-23;PRIVADO;SEDE;QUADRA SEPS 709/909;BL F SL 215;ASA SUL;BRASÍLIA;DF;70390095;61;92764329;contato@sicloos.com.br;
05.010.447/0001-65;SIMAO & SIMAO CONSULTORES LTDA;SIMAO & SIMAO CONSULTORES LTDA;2002-10-16;2006-05-16;CANCELAMENTO A PEDIDO;CANCELADA;2006-05-16;PRIVADO;SEDE;RUA VISCONDE DE PIRAJA 04;APTO. 209 - PARTE;;RIO DE JANEIRO;RJ;22410000;;;simão@openlink.com.br;
44.639.994/0001-66;SIMPLES MULTI FAMILY OFFICE LTDA;SIMPLES MULTI FAMILY OFFICE LTDA;2021-12-24;;;EM FUNCIONAMENTO NORMAL;2021-12-24;PRIVADO;SEDE;RUA FERNANDES TOURINHO, 669;SALA 501;SAVASSI;BELO HORIZONTE;MG;30112002;31;84397216;contato@simplesmfo.com.br;https://simplesmfo.com.br/
19.492.985/0001-48;SIRIUS CONSULTORIA DE INVESTIMENTOS LTDA.;-----;2014-12-24;2021-01-22;CANCELAMENTO A PEDIDO;CANCELADA;2021-01-22;PRIVADO;SEDE;AV. SÃO GABRIEL, 477, 15 ANDAR;CJ 151-152-153;JARDIM PAULISTA;SÃO PAULO;SP;1435001;11;26550390;contato@siriusconsultinvest.com.br;http://www.ibiunainvest.com.br
06.310.347/0001-17;SKUF INTEGRARE CONSULTORIA LTDA;SKUF FINANÇAS PESSOAIS;2021-11-10;;;EM FUNCIONAMENTO NORMAL;2021-11-10;PRIVADO;SEDE;RUA PRUDENTE DE MORAIS, 1488;501;IPANEMA;RIO DE JANEIRO;RJ;22420042;21;981662200;daniel@skuf.com.br;www.skufinvestimentos.com.br
