CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CATEG_REG;SUBCATEG_REG;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;VL_PATRIM_LIQ;DT_PATRIM_LIQ;EMAIL;SITE_ADMIN
60.872.504/0001-23;ITAÚ UNIBANCO HOLDING S.A.;ITAÚ UNIBANCO;1992-03-17;2004-03-10;CANCELAMENTO A PEDIDO;CANCELADA;2004-03-10;;;PRIVADO;SEDE;Praça Alfredo Egydio de Souza Aranha, 100, T. Olavo Setubal;Piso Itaú Unibanco;Parque Jabaquara;SÃO PAULO;SP;4344902;11;27943547;11608555167.99;2003-12-31;relacionamento.reguladores@itau-unibanco.com.br;
60.701.190/0001-04;ITAU UNIBANCO S.A.;ITAU UNIBANCO;1989-07-06;;;EM FUNCIONAMENTO NORMAL;1989-07-06;Administrador Fiduciário e Gestor de Carteira;Instituição Financeira;PRIVADO;SEDE;PC ALFREDO E.S. ARANHA, 100;T.O.SETUBAL;PRQ. JABAQUARA;SÃO PAULO;SP;4344902;11;50199986;95482634.92;2009-12-31;relacionamento.reguladores@itau-unibanco.com.br;www.itau.com.br
53.031.217/0001-25;ITAU VIDA E PREVIDÊNCIA S.A.;--;2009-04-16;2010-03-09;CANCELAMENTO A PEDIDO;CANCELADA;2010-03-09;;;PRIVADO;SEDE;AL. PEDRO CALIL, 43;;VILA DAS ACÁCIAS;POÁ;SP;8557105;11;50291612;;;carlos.mussolini@itau.com.br;
92.661.388/0001-90;ITAÚ VIDA E PREVIDÊNCIA S.A.;ITAÚ VIDA E PREVIDÊNCIA;2010-01-15;2016-12-29;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-29;Administrador Fiduciário;Capital Mínimo;PRIVADO;SEDE;Pc Alfredo E.S. Aranha, 100;T.A. Egydio, 7ºA;Prq Jabaquara;SÃO PAULO;SP;4344902;11;50199872;;;relacionamento.reguladores@itau-unibanco.com.br;
01.177.477/0001-00;ITAUBANK ASSET MANAGEMENT LTDA;ITAUBANK ASSET MANAGEMENT LTDA;1997-12-29;2015-04-06;CANCELAMENTO A PEDIDO;CANCELADA;2015-04-06;;;;SEDE;Pç Alfredo Egydio Souza Aranha;100, T. C, 7º A;Parque Jabaquara;SÃO PAULO;SP;4344902;11;50199872;;;relacionamento.reguladores@itau-unibanco.com.br;
62.224.134/0001-43;ITAUBANK DTVM S/A;ITAUBANK DTVM S/A;1992-03-17;2013-02-26;CANCELAMENTO A PEDIDO;CANCELADA;2013-02-26;;;PRIVADO;SEDE;PÇA ALFREDO E.  S. ARANHA,100;T. C. - 7° ANDAR;PARQUE JABAQUARA;SÃO PAULO;SP;4344902;11;50199872;11037250.02;1999-12-31;relacionamento.bacen@itau-unibanco.com.br;
92.880.749/0001-99;ITAUVEST DTVM S.A.;ITAUVEST DISTRIBUIDORA;1996-07-02;2005-08-26;CANCELAMENTO A PEDIDO;CANCELADA;2005-08-26;;;PRIVADO;SEDE;AV BRG FARIA LIMA, 3500;3º ANDAR, PARTE;ITAIM BIBI;SÃO PAULO;SP;4538132;11;50199986;10611157.26;2002-12-31;relacionamento.reguladores@itau-unibanco.com.br;
09.576.295/0001-13;ITAVERÁ GESTÃO DE RECURSOS LTDA;ITAVERÁ INVESTIMENTOS;2008-07-04;;;EM FUNCIONAMENTO NORMAL;2008-07-04;Gestor de Carteira;;PRIVADO;SEDE;RUA LAURO MULLER, 116;SALA 2603;BOTAFOGO;RIO DE JANEIRO;RJ;22290160;21;24832650;;;itavera@itaverainvestimentos.com.br;www.itaverainvestimentos.com.br
40.051.627/0001-96;IVEST GESTORA E ADMINISTRAÇÃO DE RECURSOS LTDA.;IVEST GESTORA;2021-11-04;;;EM FUNCIONAMENTO NORMAL;2021-11-04;Gestor de Carteira;;PRIVADO;SEDE;RUA PROFESSOR ATILIO INNOCENTI, 474;CJ 801 SL 03;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4538001;11;987208721;;;marco.grisolio@ivest.com.br;www.ivest.com.br
43.152.502/0001-40;IVI CAPITAL MANAGEMENT LTDA.;IVI TECHNOLOGIES;2022-03-04;;;EM FUNCIONAMENTO NORMAL;2022-03-04;Gestor de Carteira;;PRIVADO;SEDE;RUA DOS TIMBIRAS, 2072;SALA 1107;LOURDES;BELO HORIZONTE;MG;30140169;31;21181384;;;contato@ivitec.com.br;www.ivitec.com.br
33.851.205/0001-30;J P MORGAN S/A DTVM;J P MORGAN S/A DTVM;1989-07-26;2003-08-08;CANCELAMENTO A PEDIDO;CANCELADA;2003-08-08;;;;SEDE;AV BRIGADEIRO FARIA LIMA  3729;6 AND.PARTE;ITAIM BIBI;SÃO PAULO;SP;4538905;11;49503700;0.00;1990-12-31;compliance_regulatory_br@jpmorgan.com;
33.851.205/0001-30;J P MORGAN S/A DTVM;J P MORGAN S/A DTVM;2006-06-06;2016-04-11;CANCELAMENTO A PEDIDO;CANCELADA;2016-04-11;Gestor de Carteira;;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA  3729;6 AND.PARTE;ITAIM BIBI;SÃO PAULO;SP;4538905;11;49503700;;;compliance_regulatory_br@jpmorgan.com;
13.037.786/0001-63;J. P. MORGAN ADMINISTRADORA DE CARTEIRAS BRASIL LTDA;--;2011-09-05;;;EM FUNCIONAMENTO NORMAL;2011-09-05;Gestor de Carteira;;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA  3729;6 ANDAR - PARTE;ITAIM BIBI;SÃO PAULO;SP;4538905;11;49503700;;;compliance_regulatory_br@jpmorgan.com;www.jpmorgan.com.br
32.588.139/0001-94;J. P. MORGAN CCVM S.A.;J. P. MORGAN CCVM S.A.;1989-07-17;2016-04-11;CANCELAMENTO A PEDIDO;CANCELADA;2016-04-11;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA 3729;13 ANDAR - PARTE;ITAIM BIBI;SÃO PAULO;SP;4538905;11;49503700;0.00;1990-12-31;compliance_regulatory_br@jpmorgan.com;
06.116.930/0001-91;J. P. MORGAN GAVEA GESTAO DE PATRIMONIO LTDA;J. P. MORGAN GAVEA GESTAO DE PATRIMONIO LTDA;2004-05-31;2016-07-06;CANCELAMENTO A PEDIDO;CANCELADA;2016-07-06;Gestor de Carteira;;PRIVADO;SEDE;Praia do Botafogo, 228;14andar Sala 1402;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;11;49503700;;;compliance_regulatory_br@jpmorgan.com;
17.169.050/0001-08;J. P. TUCHÊ ASSET MANAGEMENT ADMINISTRAÇÃO DE CARTEIRAS LTDA;--;2013-03-07;;;EM FUNCIONAMENTO NORMAL;2013-03-07;Gestor de Carteira;;PRIVADO;SEDE;AV GISELE CONSTANTINO, 1850;SALA 113;PARQUE BELA VISTA;VOTORANTIM;SP;18110650;15;30316100;;;contato@tucheasset.com.br;www.tucheasset.com.br
17.028.495/0001-60;J2L GESTÃO DE INVESTIMENTOS S.A.;--;2013-04-22;;;EM FUNCIONAMENTO NORMAL;2013-04-22;Gestor de Carteira;;PRIVADO;SEDE;AV. NIEMEYER 02;SALA 212 E 213;LEBLON;RIO DE JANEIRO;RJ;22450220;21;25290770;;;contato@j2lpartners.com.br;www.j2lpartners.com.br
26.032.552/0001-75;JACARANDÁ CAPITAL E GESTÃO LTDA.;JACARANDÁ CAPITAL;2021-02-25;;;EM FUNCIONAMENTO NORMAL;2021-02-25;Gestor de Carteira;;PRIVADO;SEDE;RUA CARDEAL ARCOVERDE, 2811/CJ 809 810;;PINHEIROS;SÃO PAULO;SP;5407004;11;30302952;;;jcg@jacaranda.capital;www.jacaranda.capital
29.997.490/0001-24;JAGUAR GESTÃO DE RECURSOS LTDA;JAGUAR;2018-07-16;2020-08-31;CANCELAMENTO A PEDIDO;CANCELADA;2020-08-31;Gestor de Carteira;;PRIVADO;SEDE;RUA VIRGÍNIA DE MIRANDA, 1.096;BL A CJ 32;JARDIM NORMA;SÃO PAULO;SP;8240010;11;991183853;;;r_terada_com@yahoo.com;https://www.jaguarinvestimentos.com.br/
02.711.143/0001-37;JANOS COMERCIO ADMINISTRACAO E PARTICIPACOES LTDA;JANOS COMERCIO ADMINISTRACAO E PARTICIPACOES LTDA;1999-08-19;2007-07-23;CANCELAMENTO A PEDIDO;CANCELADA;2007-07-23;;;PRIVADO;SEDE;RUA AMAURI, 255;4 ANDAR;ITAIM BIBI;SÃO PAULO;SP;1448000;11;30741500;;;f.decunto@janos.com.br;
05.686.923/0001-62;JARDIM BOTANICO PARTNERS INVESTIMENTOS LTDA;JARDIM BOTANICO PARTNERS INVESTIMENTOS LTDA;2003-11-10;;;EM FUNCIONAMENTO NORMAL;2003-11-10;Gestor de Carteira;;PRIVADO;SEDE;RUA HUMAITÁ, 275;7º ANDAR;HUMAITÁ;RIO DE JANEIRO;RJ;22261005;21;994298416;;;fferreira@jbinvest.com.br;www.jbinvest.com.br
31.410.054/0001-59;JATAI GESTÃO DE RECURSOS DE TERCEIROS LTDA.;JATAI GESTÃO PATRIMONIAL E INVESTIMENTOS;2021-01-20;;;EM FUNCIONAMENTO NORMAL;2021-01-20;Gestor de Carteira;;PRIVADO;SEDE;AV. EVANDRO LINS E SILVA, 840/SL 318 (PARTE);;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22631470;21;21782700;;;contato@jatai-investimentos.com;www.jatai-investimentos.com
09.146.756/0001-18;JERA CAPITAL GESTAO DE RECURSOS LTDA;JERA CAPITAL GESTAO DE RECURSOS LTDA;2007-12-21;;;EM FUNCIONAMENTO NORMAL;2007-12-21;Gestor de Carteira;;PRIVADO;SEDE;RUA OLIMPÍADAS;194/200 - 12º ANDAR;ITAIM BIBI;SÃO PAULO;SP;4551000;11;31814744;;;fnobre@jeracapital.com.br;www.jeracapital.com.br
11.571.969/0001-39;JET INVEST - ASSET ADMINISTRAÇÃO DE RECURSOS MOBILIÁRIOS LTDA.;--;2010-05-11;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;RUA ITACOLOMI, 576;17 ANDAR;HIGIENOPOLIS;SÃO PAULO;SP;1239020;11;31515581;;;adm@jetinvest.com.br;
23.033.743/0001-63;JF TRUST GESTORA DE RECURSOS LTDA.;N/A;2015-12-28;;;EM FUNCIONAMENTO NORMAL;2015-12-28;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA ATAULFO DE PAIVA 517;303;LEBLON;RIO DE JANEIRO;RJ;22440032;21;35761348;;;ferraz@jftrust.com.br;http://www.jftrust.com.br/
12.602.571/0001-85;JG CAPITAL GESTÃO DE ATIVOS LTDA;--;2010-12-08;2021-06-21;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2021-06-21;Gestor de Carteira;;PRIVADO;SEDE;AV PAULISTA 726;CJ 108;BELA VISTA;SÃO PAULO;SP;1310910;11;30544810;;;ribas@jgcapital.com.br;www.jgcapital.com.br
13.189.882/0001-27;JGP GESTÃO DE CREDITO LTDA;--;2011-08-26;;;EM FUNCIONAMENTO NORMAL;2011-08-26;Gestor de Carteira;;PRIVADO;SEDE;RUA HUMAITA, 275, 11 ANDAR;;HUMAITÁ;RIO DE JANEIRO;RJ;22261005;21;35288404;;;compliance@jgp.com.br;www.jgpcredito.com.br
02.312.792/0001-65;JGP GESTÃO DE RECURSOS LTDA;JGP GESTÃO DE RECURSOS LTDA;1999-03-23;;;EM FUNCIONAMENTO NORMAL;1999-03-23;Gestor de Carteira;;PRIVADO;SEDE;RUA HUMAITA, Nº 275, 11º ANDAR;;HUMAITÁ;RIO DE JANEIRO;RJ;22261005;21;35288200;;;compliance@jgp.com.br;www.jgpgestao.com.br
09.262.533/0001-16;JGP GESTÃO PATRIMONIAL LTDA;--;2008-07-08;;;EM FUNCIONAMENTO NORMAL;2008-07-08;Gestor de Carteira;;PRIVADO;SEDE;RUA HUMAITA, 275, 11 ANDAR;;HUMAITÁ;RIO DE JANEIRO;RJ;22261005;21;35288404;;;compliance@jgp.com.br;www.jgpwealth.com.br
07.839.278/0001-04;JGP GLOBAL GESTÃO DE RECURSOS LTDA.;--;2007-08-06;;;EM FUNCIONAMENTO NORMAL;2007-08-06;Gestor de Carteira;;PRIVADO;SEDE;RUA HUMAITA, Nº 275, 11º ANDAR;;HUMAITÁ;RIO DE JANEIRO;RJ;22261005;21;35288200;;;compliance@jgp.com.br;www.jgpglobal.com.br
36.640.941/0001-37;JGP REAL ESTATE GESTÃO DE RECURSOS LTDA.;-----;2020-09-10;;;EM FUNCIONAMENTO NORMAL;2020-09-10;Gestor de Carteira;;PRIVADO;SEDE;RUA HUMAITÁ, 275/7º E 8º PAVIMENTOS;;HUMAITÁ;RIO DE JANEIRO;RJ;22261005;21;25317080;;;compliance@jgp.com.br;www.jgp.com.br
07.311.643/0001-03;JHSF CAPITAL LTDA.;JHSF CAPITAL;2007-10-23;;;EM FUNCIONAMENTO NORMAL;2007-10-23;Gestor de Carteira;;PRIVADO;SEDE;AV MAGALHAES DE CASTRO, 4800,;TORRE 3 -27º ANDAR;JD. PANORAMA;SÃO PAULO;SP;5502001;11;37021918;;;reneferdinand@jhsf.com.br;http://www.jhsfcapital.com.br/
13.966.641/0001-47;JIVE ASSET GESTÃO DE RECURSOS LTDA;JIVE ASSET MANAGEMENT;2011-09-05;;;EM FUNCIONAMENTO NORMAL;2011-09-05;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA 1485;19º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;1452002;11;35005055;;;grc@jiveinvestments.com;www.jiveinvestments.com.br
12.600.032/0001-07;JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.;JIVE;2022-11-21;;;EM FUNCIONAMENTO NORMAL;2022-11-21;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA, 1485/18º ANDAR;;JARDIM PAULISTANO;SÃO PAULO;SP;1452002;11;35005055;;;jp@jiveinvestments.com;www.jiveinvestments.com
18.474.199/0001-55;JM GEP CONSULTORIA E GESTÃO LTDA.;JM GEP;2015-07-30;2019-09-06;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2019-09-06;Gestor de Carteira;;PRIVADO;SEDE;RUA PAES LEME, 524;CJ. 166 SALA A;PINHEIROS;SÃO PAULO;SP;5424904;11;997008687;;;jorge.maluf@jmgep.com;www.jmgep.com.br
26.130.912/0001-71;JMN GESTÃO DE INVESTIMENTOS LTDA.;JMN;2016-12-05;;;EM FUNCIONAMENTO NORMAL;2016-12-05;Gestor de Carteira;;PRIVADO;SEDE;PÇ DR AUGUSTO GONÇALVES, 146;SL 02 PARTE;CENTRO;ITAÚNA;MG;35680054;31;30552801;;;investimentos@jmendes.com.br;www.jmninvestimentos.com.br
08.251.477/0001-51;JOULE - GESTAO DE RECURSOS E VALORES MOBILIARIOS LTDA;JOULE ASSET MANAGEMENT;2006-10-26;;;EM FUNCIONAMENTO NORMAL;2006-10-26;Gestor de Carteira;;PRIVADO;SEDE;RUA IGUATEMI, 192;CJS 163 E 164;ITAIM BIBI;SÃO PAULO;SP;1451010;11;30451647;;;contato@jouleinvest.com.br;www.jouleinvest.com.br
20.316.689/0001-75;JOURNEY CAPITAL ADMINISTRACAO DE RECURSOS LTDA;JOURNEY CAPITAL;2014-07-18;;;EM FUNCIONAMENTO NORMAL;2014-07-18;Gestor de Carteira;;PRIVADO;SEDE;AV PRES JUSCELINO KUBITSCHEK,;CJ 51 (5º ANDAR);VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;45616006;;;administrativo@journeycapital.com.br;www.journeycapital.com.br
54.580.337/0001-44;JPM CCTVM SA;JPM - CORRETORA;1989-08-21;2002-07-12;ELISÃO POR INCORPORAÇÃO;CANCELADA;2002-07-12;;;PRIVADO;SEDE;AV BRIGADEIRO FARIA 3729;11º AO 15º ANDARES;ITAIM BIBI;SÃO PAULO;SP;4538905;011;30483700;0.00;1990-12-31;rodolpho.bolzachini.filho@jpmorgan.com;
13.516.035/0001-20;JPP CAPITAL GESTAO DE RECURSOS LTDA;JPP CAPITAL GESTAO DE RECURSOS;2011-06-20;;;EM FUNCIONAMENTO NORMAL;2011-06-20;Gestor de Carteira;;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK, 28;3º ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;454300;11;52000410;;;contato@jppcapital.com.br;www.jppcapital.com.br
09.401.450/0001-60;JPP GESTAO DE RECURSOS LTDA;JPP GESTÃO DE RECURSOS LTDA;2008-06-06;;;EM FUNCIONAMENTO NORMAL;2008-06-06;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PAULISTA, 287;6º ANDAR;BELA VISTA;SÃO PAULO;SP;1311000;11;21871484;;;luiz.claudio@jppsa.com.br;www.jppsa.com.br
13.698.701/0001-98;JSS ADMINISTRADORA DE RECURSOS LTDA.;JSS ADMINISTRADORA DE RECURSOS LTDA.;2011-11-25;;;EM FUNCIONAMENTO NORMAL;2011-11-25;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PAULISTA, 2.150;15º ANDAR;BELA VISTA;SÃO PAULO;SP;1310300;11;35501111;;;sergio.martins@jssadm.com.br;www.jssadm.com.br
46.350.241/0001-61;JUGIS CAPITAL GESTÃO DE RECURSOS LTDA.;-----;2022-10-07;;;EM FUNCIONAMENTO NORMAL;2022-10-07;Gestor de Carteira;;PRIVADO;SEDE;RUA JERÔNIMO DA VEIGA, 45/CJ 71;;ITAIM BIBI;SÃO PAULO;SP;4536000;11;981295577;;;rpacker@jugis.com.br;www.jugis.com.br
12.695.840/0001-03;JULIUS BAER FAMILY OFFICE BRASIL GESTÃO DE PATRIMÔNIO LTDA.;JULIUS BAER FAMILY OFFICE;2020-02-10;;;EM FUNCIONAMENTO NORMAL;2020-02-10;Gestor de Carteira;;PRIVADO;SEDE;RUA ELVIRA FERRAZ, 68/10 E 11º ANDARES;;VILA OLÍMPIA;SÃO PAULO;SP;4552040;11;21612400;;;compliance@jbfo.com;www.juliusbaerfamilyoffice.com
21.744.796/0001-67;JUS CAPITAL GESTÃO DE RECURSOS LTDA.;JUS CAPITAL GESTÃO DE RECURSOS LTDA.;2015-04-14;;;EM FUNCIONAMENTO NORMAL;2015-04-14;Gestor de Carteira;;PRIVADO;SEDE;RUA AMAURI, 255;8º ANDAR;JARDIM EUROPA;SÃO PAULO;SP;1448000;11;20509360;;;fundos@juscapital.com.br;www.juscapital.com.br
10.674.684/0001-60;K & C INVESTIMENTOS LTDA.;--;2010-01-22;2021-04-22;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2021-04-22;Gestor de Carteira;;PRIVADO;SEDE;RUA BANDEIRA PAULISTA, 702;CJ 22;ITAIM BIBI;SÃO PAULO;SP;4532002;11;113077480;;;alexandre@kcinvest.com.br;www.kcinvest.com.br
46.230.035/0001-18;K&K GESTORA DE RECURSOS LTDA.;-----;2022-11-08;;;EM FUNCIONAMENTO NORMAL;2022-11-08;Gestor de Carteira;;PRIVADO;SEDE;RUA DAS ACÁCIAS, 42/SALA 202 (PARTE);;GÁVEA;RIO DE JANEIRO;RJ;22451060;21;39424111;;;tiago@kekpartners.com.br;www.kekinvest.com.br
11.012.975/0001-56;K2 INVESTIMENTOS LTDA.;--;2010-01-08;2017-09-11;CANCELAMENTO A PEDIDO;CANCELADA;2017-09-11;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA NOVE DE JULHO;5435 - 9 ANDAR;ITAIM BIBI;SÃO PAULO;SP;1407200;11;35561919;;;contato@k2a.com.br;
17.064.531/0001-40;K9 ADMINISTRADORA DE RECURSOS LTDA;--;2013-01-10;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;Rua Dom Jaime Câmara, 170;SALA 803;CENTRO;FLORIANÓPOLIS;SC;88015120;48;30371004;;;daniel.duarte@jevaux.com.br;
08.792.073/0001-75;KADIMA GESTAO DE INVESTIMENTOS LTDA;KADIMA ASSET MANAGEMENT;2007-06-26;;;EM FUNCIONAMENTO NORMAL;2007-06-26;Gestor de Carteira;;PRIVADO;SEDE;AV ATAULFO DE PAIVA 226;SALA 301;LEBLON;RIO DE JANEIRO;RJ;22440033;21;25400596;;;contato@kadimaasset.com.br;www.kadimaasset.com.br
97.548.288/0001-75;KAETE INVESTIMENTOS LTDA;--;2011-10-26;;;EM FUNCIONAMENTO NORMAL;2011-10-26;Gestor de Carteira;;PRIVADO;SEDE;R BANDEIRA PAULISTA, 702;CONJ. 22B;ITAIM;SÃO PAULO;SP;4532002;11;981703070;;;otavio.ottoni@kaeteinvestimentos.com.br;www.kaeteinvestimentos.com.br
12.876.987/0001-91;KAIROS ADMINISTRACAO DE RECURSOS LTDA;KAIRÓS ADMINISTRAÇÃO DE RECURSOS;2011-05-16;2019-02-21;CANCELAMENTO A PEDIDO;CANCELADA;2019-02-21;Gestor de Carteira;;PRIVADO;SEDE;Rua Osaka, nº 147;;Jd. Japão;SÃO PAULO;SP;2124040;11;29670358;;;kairosadministracao@uol.com.br;
31.602.001/0001-30;KAIRÓS CAPITAL GESTÃO DE RECURSOS LTDA.;KAIRÓS CAPITAL;2019-03-01;;;EM FUNCIONAMENTO NORMAL;2019-03-01;Gestor de Carteira;;PRIVADO;SEDE;RUA BALTAZAR DA VEIGA, 634/10º;CJ 101 E 102;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4510001;11;31357730;;;fabiano.godoi@kairoscapital.com.br;www.kairoscapital.com.br
35.096.963/0001-15;KAMAROOPIN GESTORA DE RECURSOS LTDA.;KAMAROOPIN;2020-08-11;;;EM FUNCIONAMENTO NORMAL;2020-08-11;Gestor de Carteira;;PRIVADO;SEDE;AV. MAGALHÃES DE CASTRO, 4.800;TORRE 1, 12º ANDAR;CIDADE JARDIM;SÃO PAULO;SP;5676120;11;962955878;;;contato@kamaroopin.com.br;www.kamaroopin.com
44.870.662/0001-98;KANASTRA GESTAO DE RECURSOS LTDA;KANASTRA GESTAO DE RECURSOS;2022-04-08;;;EM FUNCIONAMENTO NORMAL;2022-04-08;Administrador Fiduciário e Gestor de Carteira;Capital Mínimo;PRIVADO;SEDE;AV. DOS VINHEDOS, 71/8º ANDAR;;JARDIM SUL;UBERLÂNDIA;MG;38411848;34;32124453;;;contato@kanastra.com.br;www.kanastra.com.br
20.429.285/0001-98;KAPITALO CICLO GESTORA DE RECURSOS FINANCEIROS LTDA;KAPITALO CICLO GESTORA DE RECURSOS FINANCEIROS LTDA;2015-06-19;;;EM FUNCIONAMENTO NORMAL;2015-06-19;Gestor de Carteira;;PRIVADO;SEDE;AV. ATAULFO DE PAIVA, Nº 482;CJ. 402;LEBLON;RIO DE JANEIRO;RJ;22440033;21;35775050;;;compliance@kapitalo.com.br;http://www.kapitalo.com.br/
11.180.009/0001-48;KAPITALO INVESTIMENTOS LTDA.;KAPITALO INVESTIMENTOS;2009-12-17;;;EM FUNCIONAMENTO NORMAL;2009-12-17;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA, N° 3.144;11° ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;1451000;11;39560600;;;compliance@kapitalo.com.br;www.kapitalo.com.br
40.113.816/0001-46;KAPITALO NEXO GESTÃO DE RECURSOS LTDA.;-----;2021-06-10;;;EM FUNCIONAMENTO NORMAL;2021-06-10;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA, Nº 3.144, 11º ANDAR;;JARDIM PAULISTANO;SÃO PAULO;SP;1451000;11;39560600;;;compliance@kapitalo.com.br;www.kapitalo.com.br
14.854.950/0001-98;KBO CAPITAL GESTAO DE RECURSOS LTDA;--;2012-07-03;2020-03-03;CANCELAMENTO A PEDIDO;CANCELADA;2020-03-03;Gestor de Carteira;;PRIVADO;SEDE;AV. RIO BRANCO, 115;SALA 2001;CENTRO;RIO DE JANEIRO;RJ;20040004;21;22491111;;;adm@kbocapital.com.br;www.kbocapital.com.br
40.828.316/0001-90;KHAN CAPITAL GESTÃO DE RECURSOS LTDA.;KHAN CAPITAL;2021-08-10;;;EM FUNCIONAMENTO NORMAL;2021-08-10;Gestor de Carteira;;PRIVADO;SEDE;RUA BOTUCATU, 572/CJ 101;;VILA CLEMENTINO;SÃO PAULO;SP;4023061;11;55721722;;;contato@khancapital.com.br;www.khancapital.com.br
43.125.493/0001-07;KIJANI GESTORA DE RECURSOS LTDA.;-----;2021-12-03;;;EM FUNCIONAMENTO NORMAL;2021-12-03;Gestor de Carteira;;PRIVADO;SEDE;AV. AYRTON SENNA DA SILVA, 500/2O ANDAR;EDIFÍCIO TORRE PIETRA;GLEBA FAZENDA PALHANO;LONDRINA;PR;86050460;43;30391414;;;kijani@kijani.com.br;www.kijani.com.br
34.877.615/0001-12;KILIMA GESTÃO DE RECURSOS LTDA.;KILIMA ASSET MANAGEMENT;2020-04-14;;;EM FUNCIONAMENTO NORMAL;2020-04-14;Gestor de Carteira;;PRIVADO;SEDE;RUA OLIMPÍADAS, 66;CONJUNTO 21;VILA OLÍMPIA;SÃO PAULO;SP;455100;11;30440408;;;compliance@kilima.com.br;www.kilima.com.br
08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;--;2007-09-19;;;EM FUNCIONAMENTO NORMAL;2007-09-19;Gestor de Carteira;;PRIVADO;SEDE;R. MINAS DE PRATA, 30;4º ANDAR;VL. OLÍMPIA;SÃO PAULO;SP;4552080;11;50199986;;;relacionamento.reguladores@itau-unibanco.com.br;www.kinea.com.br
04.661.817/0001-61;KINEA PRIVATE EQUITY INVESTIMENTOS S/A;KINEA PRIVATE EQUITY INVESTIMENTOS S/A;2013-08-01;;;EM FUNCIONAMENTO NORMAL;2013-08-01;Gestor de Carteira;;PRIVADO;SEDE;R. MINAS DE PRATA, 30;4º ANDAR;VL. OLÍMPIA;SÃO PAULO;SP;4552080;11;50199872;;;relacionamento.reguladores@itau-unibanco.com.br;www.kinea.com.br
06.293.756/0001-52;KÍNITRO CAPITAL GESTÃO DE RECURSOS DE TERCEIROS LTDA.;KÍNITRO;2005-02-14;;;EM FUNCIONAMENTO NORMAL;2005-02-14;Gestor de Carteira;;PRIVADO;SEDE;AV. ATAULFO DE PAIVA;Nº 1120, SALA 302;LEBLON;RIO DE JANEIRO;RJ;22440035;21;35276995;;;comercial@kinitro.com.br;https://www.kinitro.com.br
22.688.191/0001-69;KIRON CAPITAL GESTÃO DE RECURSOS LTDA.;KIRON CAPITAL;2015-09-30;;;EM FUNCIONAMENTO NORMAL;2015-09-30;Gestor de Carteira;;PRIVADO;SEDE;RUA IGUATEMI, 448;CONJUNTO 1101;ITAIM BIBI;SÃO PAULO;SP;1451010;11;31356501;;;silvia.molinar@kironcapital.com.br;www.kironcapital.com.br
01.701.201/0001-89;KIRTON BANK S.A. - BANCO MÚLTIPLO;HSBC BANK BRASIL S.A. - BANCO MULTIPLO;2001-02-14;2017-06-20;CANCELAMENTO A PEDIDO;CANCELADA;2017-06-20;Administrador Fiduciário e Gestor de Carteira;Instituição Financeira;PRIVADO;SEDE;NÚCLEO CIDADE DE DEUS;PRÉDIO PRATA, 4º ANDAR;VILA YARA;OSASCO;SP;6029900;11;36844011;947923493.86;2001-12-31;diretoria.executiva@bradesco.com.br;
