TP_PARTIC;CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;CONTROLE_ACIONARIO;VL_PATRIM_LIQ;DT_PATRIM_LIQ;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL
CORRETORAS;02.917.022/0001-46;QUANTIA CCTVM LTDA;QUANTIA CCTVM LTDA;1999-01-18;2000-07-07;INCORPORAÇÃO;CANCELADA;2000-07-07;3301;;;1891318.59;1999-12-31;SEDE;RUA DA QUITANDA, 52 / 10 ANDAR;;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20040020;;;;;
CORRETORAS;68.726.611/0001-55;QUANTIA DTVM LTDA;QUANTIA DTVM LTDA;2000-07-07;2001-03-06;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2001-03-06;3409;;;668898.14;2000-12-31;SEDE;RUA PEDROSO ALVARENGA, 1254;2º ANDAR;ITAM BIBI;SÃO PAULO;SP;BRASIL;4531000;011;30710505;11;30712073;quantiadtvm@gmail.com
CORRETORAS;01.632.132/0001-07;RADIAL CORRETORA S/A CTVM;RADIAL;1969-09-05;1996-10-28;;CANCELADA;1996-10-28;19;;PRIVADO;1246779.35;1995-12-31;SEDE;RUA GOITACAZES,43 - 14 AND;;;BELO HORIZONTE;MG;BRASIL;30190000;31;2015244;;;
CORRETORAS;89.960.090/0001-76;RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;MATONE;1983-10-07;2007-09-26;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2007-09-26;2461;;;1743789.02;2006-12-31;SEDE;RUA DO ROCIO, 350;14 ANDAR;VILA OLIMPIA;SÃO PAULO;SP;;4552000;11;31272759;;;thiago.sanches@rbcapital.com
CORRETORAS;27.334.341/0001-50;REAL SOCIEDADE CTMC LTDA;;1967-08-30;1993-02-18;CANCELADO NO AS400;CANCELADA;1993-02-18;809;;;7096898474.79;1992-12-31;SEDE;SBS Q02 ED EMP CENTER S.506;;;BRASÍLIA;DF;BRASIL;70078;;;;;
CORRETORAS;05.437.017/0001-24;RENDIMENTO DTVM LTDA;RENDIMENTO DTVM;1984-09-19;1997-04-09;;CANCELADA;1997-04-09;132;;;0.00;1997-12-31;SEDE;AV.BRIG.FARIA LIMA,2092/19 AND;;;SÃO PAULO;SP;BRASIL;1452002;11;8160789;11;8144870;
CORRETORAS;30.032.635/0001-31;RIBA CONSULTORIA LTDA.;ARBI;1978-06-07;2010-03-30;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2010-03-30;884;;;8035152.63;2009-12-31;SEDE;RUA DIAS FERREIRA 190;S/201 - PARTE;LEBLON;RIO DE JANEIRO;RJ;BRASIL;22431050;21;25291800;021;25291880;corretora@bancoarbi.com.br
CORRETORAS;13.434.335/0001-60;RICO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;RICO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2011-05-17;2018-10-04;INCORPORAÇÃO;CANCELADA;2018-10-04;3654;;;33991403.50;2016-12-31;SEDE;AV. JUSCELINO KUBITSCHEK, 1400;11 ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;BRASIL;4543000;011;30272337;01;30272337;juridico@rico.com.vc
CORRETORAS;90.021.635/0001-68;RIO SINOS CC LTDA;;1984-05-14;1995-06-21;CANCELADO NO AS400;CANCELADA;1995-06-21;2470;;;250408.20;1994-12-31;SEDE;R. ANDRADAS, 1121-S/1002;;;PORTO ALEGRE;RS;BRASIL;90020007;51;1848;;;
CORRETORAS;42.066.258/0001-30;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;RJI INVESTIMENTOS;2004-11-05;;;EM FUNCIONAMENTO NORMAL;2004-11-05;3549;;;2130766.71;2021-12-31;SEDE;RUA DO OUVIDOR, 97;7 ANDAR;CENTRO;RIO DE JANEIRO;RJ;;20040030;21;35004500;;;controladoria@rjicv.com.br
CORRETORAS;61.787.776/0001-98;RSBF PARTICIPAÇÕES S.A.;CORRETORA SOUZA BARROS CT SA;1967-07-25;2016-01-07;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2016-01-07;1953;;;35577848.46;2013-12-31;SEDE;R  LÍBERO BADARÓ;23º C/D;CENTRO;SÃO PAULO;SP;BRASIL;1009907;11;32926900;11;32412233;corretora@souzabarros.com.br
CORRETORAS;04.809.885/0001-25;RUBEN MARTINS - CC LTDA.;;1972-04-13;1993-02-08;CANCELADO NO AS400;CANCELADA;1993-02-08;86;;;185341.89;1995-12-31;SEDE;TRV. CAMPOS SALES, 28;;;BELÉM;PA;BRASIL;66020000;;;;;
CORRETORAS;17.694.787/0001-31;RURAL CTVM S.A.;RURAL;1974-07-09;2007-06-19;EXTINÇÃO;CANCELADA;2007-06-19;663;;;5718442.78;2006-12-31;SEDE;R.RIO DE JANEIRO, 927;13º ANDAR;CENTRO;BELO HORIZONTE;MG;BRASIL;30160041;31;32395215;31;32016297;ruralctv@rural.com.br
CORRETORAS;45.056.579/0001-42;SAFIC PARTICIPAÇÕES S/A;SAFIC;1973-07-10;2004-09-13;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2004-09-13;1392;;;0.00;2004-12-31;SEDE;AV. NOVE DE JULHO, 4877;CONJ. 31-B;JARDIM PAULISTA;SÃO PAULO;SP;BRASIL;1407200;11;37043434;11;37043433;safic@terra.com.br
CORRETORAS;60.783.503/0001-02;SAFRA CORRETORA DE VALORES E CÂMBIO LTDA.;SAFRA;1967-08-04;;;EM FUNCIONAMENTO NORMAL;1967-08-04;1686;;;193438965.67;2021-12-31;SEDE;AV. PAULISTA, 2100;;BELA VISTA;SÃO PAULO;SP;;1310930;11;31758627;;;atendimento.regulamentar@safra.com.br
CORRETORAS;61.954.160/0001-64;SANKT GALLEN INVESTIMENTOS LTDA;SANKT GALLEN INVESTIMENTOS LTDA;1989-11-09;1995-08-11;CANCELADO NO AS400;CANCELADA;1995-08-11;2100;;;910895.25;1997-12-31;;;;;;;;;;;;;sanktgallen@sankgallen.com.br
CORRETORAS;49.474.463/0001-84;SANTANDER BRASIL S.A. CTVM;SANTANDER BRASIL-COR;1978-10-03;2011-12-09;INCORPORAÇÃO;CANCELADA;2011-12-09;1449;;;1000000.00;2010-12-31;SEDE;RUA HUNGRIA, 1400;;JARDIM EUROPA;SÃO PAULO;SP;BRASIL;1455000;11;31749615;11;31749052;societario.brazil@bancoreal.com.br
CORRETORAS;51.014.223/0001-49;SANTANDER CCVM S/A;--;1982-08-04;;;EM FUNCIONAMENTO NORMAL;1982-08-04;1503;;;807095716.64;2021-12-31;SEDE;AV. PRES. JUSCELINO KUBITSCHEK;2041 E 2235 - 24ºA;VILA OLÍMPIA;SÃO PAULO;SP;;4543011;11;35533200;11;35533200;alexandre.praxedes@santander.com.br
CORRETORAS;61.784.732/0001-04;SANTANDER NOROESTE S/A CCTVM;SANTANDER NOROESTE S/A CCTVM;1967-08-11;2000-11-07;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2000-11-07;1945;;;22049638.52;1999-12-31;SEDE;RUA AMADOR BUENO 474;;SANTO AMARO;SÃO PAULO;SP;BRASIL;4752000;11;5386000;;;
CORRETORAS;61.510.574/0001-02;SANTANDER S.A. CORRETORA DE CÂMBIO E TÍTULOS;BANESPA S.A. CCT;1967-05-19;2011-12-09;INCORPORAÇÃO;CANCELADA;2011-12-09;1767;;;212937607.01;2009-12-31;SEDE;Av Pres Juscelino Kubitsckek;2041 e 2235 - 24ºA;Vila Olímpia;SÃO PAULO;SP;BRASIL;4543011;11;35533200;11;35533200;juridsocietario@santander.com.br
CORRETORAS;42.154.583/0001-55;SANTANDER S/A CCVM;SANTANDER S.A. CCVM;1972-03-07;2002-07-12;INCORPORAÇÃO;CANCELADA;2002-07-12;1333;;;27368614.34;2001-12-31;SEDE;AV.RIO BRANCO,138 - 16 ANDAR;PARTE;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20057900;21;5084053;21;5084015;
CORRETORAS;61.733.515/0001-95;SANTANDER SECURITIES (BRASIL) CVM S.A.;ABN AMRO SECURITIES CORRETORA;1967-07-04;2012-03-29;INCORPORAÇÃO;CANCELADA;2012-03-29;1848;;PRIVADO;73704049.81;2011-12-31;SEDE;AV.PAULISTA,;1374 3 ANDAR-PARTE;BELA VISTA;SÃO PAULO;SP;BRASIL;4719002;011;8276451;11;31746205;juridsocietario@santander.com.br
CORRETORAS;61.658.811/0001-79;SANTOS ADMINISTRAÇÃO DE BENS S.A. - EM LIQ. ORDINARIA;SANTOS - CORRETORA;1989-08-30;2009-12-14;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2009-12-14;1783;;;0.00;2005-12-31;SEDE;RUA HUNGRIA;1.100 - 1º andar;CERQUEIRA CéSAR;SÃO PAULO;SP;BRASIL;1455000;11;38189017;11;38126733;guerra@bancosantos.com.br
CORRETORAS;61.822.052/0001-38;SAO PAULO CORRETORA DE VALORES LTDA EM LIQUIDACAO;SAO PAULO;1967-05-22;2013-07-25;FALENCIA;CANCELADA;2013-07-25;2003;;;823444.41;2009-12-31;SEDE;RUA PEDROSO ALVARENGA, 990;7º ANDAR - CJ 71;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4531004;11;30731565;11;30780815;castrojose@uol.com.br
CORRETORAS;62.332.077/0001-16;SB CCTVM LTDA.;SB;1996-11-20;1997-04-16;;CANCELADA;1997-04-16;3182;;;8672089.95;1996-12-31;SEDE;R BOA VISTA, 208/ 9 AND - CJ.A;;;SÃO PAULO;SP;BRASIL;1014000;11;6063658;11;16066492;
CORRETORAS;39.696.805/0001-57;SCOTIABANK BRASIL S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS;;2021-02-24;;;EM FUNCIONAMENTO NORMAL;2021-02-24;3778;;;60225988.77;2021-12-31;SEDE;AVENIDA BRIGADEIRO FARIA LIMA, 2277, 7º ANDAR, PARTE;;JD. PAULISTANO;SÃO PAULO;SP;;1452000;;;;;
CORRETORAS;58.228.446/0001-58;SELLER CCTVM S/A;SELLER;1968-01-15;1997-03-27;FALENCIA;CANCELADA;1997-03-27;1643;;;0.00;1995-12-31;SEDE;R LIBERO BADARO 377/ 28 ANDAR;;;SÃO PAULO;SP;BRASIL;1009000;11;1053;;;
CORRETORAS;17.352.220/0001-87;SENSO CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A;SENSO CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A;1990-11-27;;;EM FUNCIONAMENTO NORMAL;1990-11-27;3042;;PRIVADO;25802865.69;2021-12-31;SEDE;AVENIDA ATAULFO DE PAIVA;135/ SALA 810;LEBLON;RIO DE JANEIRO;RJ;;22440032;21;25055000;21;25055000;gilvan.mendonca@sensocorretora.com.br
CORRETORAS;08.026.957/0001-19;SERVECRED - CCVM LTDA;SERVECRED;1971-06-24;2005-09-13;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2005-09-13;248;;;0.00;2005-12-31;SEDE;AV DOM LUIS 176 / MEZANINO B;;MEIRELES / ALDEOTA;FORTALEZA;CE;BRASIL;60160230;85;2619955;85;2613697;
CORRETORAS;10.974.921/0001-09;SEVAG - CV LTDA;SEVAG;1968-02-13;2003-02-26;EXTINÇÃO;CANCELADA;2003-02-26;337;;;198393.23;2002-12-31;SEDE;R SETUBAL,60;;;RECIFE;PE;BRASIL;51030010;81;3413956;;;
CORRETORAS;03.429.275/0001-33;SHARE - EKOBANK CCTVM LTDA.;SHARE - EKOBANK;1999-11-10;2003-03-07;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2003-03-07;3387;Seguradoras e Corretoras;;775054.46;2002-12-31;SEDE;RUA DA CONCÓRDIA, 420;;SÃO JOSÉ;RECIFE;PE;BRASIL;50020050;;;;;
CORRETORAS;61.934.725/0001-41;SILEX CCVM LTDA;SILEX;1967-09-29;1993-09-14;CANCELADO NO AS400;CANCELADA;1993-09-14;2089;;;17346668889.44;1992-12-31;SEDE;ALAMEDA SANTOS 1800 5 E 9 AND;5º e 9º andar;Jardim Paulista;SÃO PAULO;SP;BRASIL;1418200;11;38045;;;
CORRETORAS;68.757.681/0001-70;SIMPAUL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.;SIMPAUL CCVM;1992-12-29;;;EM FUNCIONAMENTO NORMAL;1992-12-29;2836;;PRIVADO;12830217.45;2021-12-31;SEDE;AV CARLOS GOMES, 1672;208;TRES FIGUEIRAS;PORTO ALEGRE;RS;;90480002;51;33279888;;;controlesinternos@simpaul.com.br
CORRETORAS;33.747.221/0001-87;SINAL S.A. SOCIEDADE CORRETORA DE VALORES;SINAL;1967-08-18;1997-11-18;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;1997-11-18;990;;;14259361.27;1996-12-31;SEDE;AV RIO BRANCO 1 - 11 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20090003;21;38444;;;
CORRETORAS;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;SINGULARE;1989-09-20;;;EM FUNCIONAMENTO NORMAL;1989-09-20;2178;;;67033000.00;2022-12-31;SEDE;AV. BRIGADEIRO FARIA LIMA,1355;15° ANDARES;JARDIM PAULISTANO;SÃO PAULO;SP;;1452919;11;28273500;;;compliance@singulare.com.br
CORRETORAS;74.419.714/0001-75;SINTESE ASSET MANAGEMENT LTDA;SINTESE ASSET MANAGEMENT LTDA;1994-01-26;1998-11-03;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1998-11-03;2909;;PRIVADO;0.00;1998-12-31;SEDE;R. PEDROSO ALVARENGA, 584;CONJ. 21;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4531001;11;2878755;;;
CORRETORAS;50.582.527/0001-40;SISTEMA SA CCVM;SISTEMA;1982-06-08;2001-06-25;ELISÃO POR INCORPORAÇÃO;CANCELADA;2001-06-25;1481;;;0.00;2000-12-31;SEDE;AV XV DE NOVEMBRO 111/ CJ. 03;;SANTOS;SANTOS;SP;BRASIL;1480900;11;8166422;011;30462001;
CORRETORAS;17.315.359/0001-50;SITA SOCIEDADE CCVM S.A.;SITA;1967-09-08;;;EM FUNCIONAMENTO NORMAL;1967-09-08;612;;;63909193.90;2021-12-31;SEDE;RUA RIO GRANDE DO NORTE, 988;CASA;FUNCIONÁRIOS;BELO HORIZONTE;MG;;30130131;31;33034887;31;33034889;sita@sita.com.br
CORRETORAS;50.657.675/0001-86;SLW CVC LTDA;SLW;1978-08-07;2022-10-27;CANCELAMENTO A PEDIDO;CANCELADA;2022-10-27;1490;;;-1676188.85;2021-12-31;SEDE;R DOUTOR RENATO PAES DE BARROS;717 10º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4530001;11;30489900;11;30489888;clubesefundos@slw.com.br
CORRETORAS;61.668.117/0001-32;SOCIETE GENERALE S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;SOCIETE GENERALE S.A. CCTVM;1967-05-19;2017-12-22;INCORPORAÇÃO;CANCELADA;2017-12-22;1791;;;90681512.27;2016-12-31;SEDE;AV. PAULISTA, 2300;9;CERQUEIRA CÉSAR;SÃO PAULO;SP;BRASIL;1310300;011;32178000;11;32178140;eduardo.pazin@sgcib.com
CORRETORAS;62.353.172/0001-04;SOL NASCENTE SA CCVM;SOL NASCENTE;1968-08-26;1996-09-17;;CANCELADA;1996-09-17;2186;;;4785501.25;1995-12-31;SEDE;R ROBERTO SIMONSEN 72/78;;;SÃO PAULO;SP;BRASIL;1017020;11;2327822;;;
CORRETORAS;96.477.906/0001-70;SOLIDEZ - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LIMITADA;SOLIDEZ;1993-03-24;;;EM FUNCIONAMENTO NORMAL;1993-03-24;2801;;PRIVADO;-243661753.62;2021-12-31;SEDE;RUA XV DE NOVEMBRO, 184;5º ANDAR;CENTRO;SÃO PAULO;SP;;1013100;11;31152366;;;controladoria@solidez.com.br
CORRETORAS;61.739.629/0001-42;SPINELLI S/A CVMC;SPINELLI;1967-06-09;2018-12-18;INCORPORAÇÃO;CANCELADA;2018-12-18;1864;;;21142060.38;2017-12-31;SEDE;AV. BRIG. FARIA LIMA, 1355;4º ANDAR;PINHEIROS;SÃO PAULO;SP;BRASIL;1452002;11;21420582;11;21420520;compliance@spinelli.com.br
CORRETORAS;00.355.236/0001-40;SPIRIT CV  LTDA;SPIRIT;1994-12-05;2006-01-13;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2006-01-13;2917;;PRIVADO;1116428.16;2005-12-31;SEDE;AV. JOÃO GUALBERTO, 731;CONJ. 101/102;ALTO DA GLORIA;CURITIBA;PR;BRASIL;80030000;41;33525555;41;33522204;spirit@spirit.com.br
CORRETORAS;11.513.306/0001-68;STARINVEST S.A. PARTICIPAÇÕES;STARINVEST CORRETORA;1979-07-27;2003-11-17;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2003-11-17;396;;;676197.26;2002-12-31;SEDE;R. SIQUEIRA CAMPOS 251/ CJ.201;;SANTO ANTONIO;RECIFE;PE;BRASIL;50010000;81;2241292;81;2593792;gerardo@starinvest.com.br
CORRETORAS;46.778.320/0001-78;STATUS ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA.;STATUS;1975-07-18;2003-08-15;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2003-08-15;1414;;;594532.00;2002-12-31;SEDE;RUA FREI GASPAR, 52;;CENTRO;SANTOS;SP;BRASIL;11010090;13;32195150;13;32194346;statuscorretora@uol.com.br
CORRETORAS;61.841.326/0001-36;SUPLICY CCT LTDA;SUPLICY CCT LTDA;1967-08-18;1998-02-16;;CANCELADA;1998-02-16;2020;;;12915735.61;1996-12-31;SEDE;R LIBERO BADARO 377 3 AND;;;SÃO PAULO;SP;BRASIL;1074900;11;2323181;11;2327343;
CORRETORAS;92.904.960/0001-02;SUPORTE CCVM LTDA;SUPORTE;1968-06-21;1995-04-06;;CANCELADA;1995-04-06;2569;;;210917.70;1994-12-31;SEDE;R URUGUAI 287/3 E 10 ANDARES;;;PORTO ALEGRE;RS;BRASIL;90010140;;;;;
CORRETORAS;08.030.140/0001-14;SUPRA GESTÃO DE NEGÓCIOS LTDA;SUPRA CVM LTDA;1971-12-09;2002-11-13;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2002-11-13;256;;;2644136.85;2002-12-31;SEDE;RUA DA CONSOLAÇÃO, 247;11 ANDAR;CENTRO;SÃO PAULO;SP;BRASIL;1301903;011;32576744;11;32576744;daniela@ssupradtvm.com.br
CORRETORAS;49.951.411/0001-51;TAKEOVER CCVM LTDA;TAKEOVER CCVM;1978-10-10;2000-12-14;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2000-12-14;1465;;;528411.10;1999-12-31;SEDE;R XV DE NOVEMBRO 111/ SALA 07;;CENTRO;SANTOS;SP;BRASIL;11010151;13;2192188;;;
CORRETORAS;61.729.133/0001-98;TALARICO ADMINISTRAÇÃO DE BENS PRÓPRIOS LTDA;TALARICO;1967-06-09;2016-05-20;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2016-05-20;1821;;;22014303.25;2013-12-31;SEDE;AV. PAULISTA, 1776;6º ANDAR;CERQUEIRA CESAR;SÃO PAULO;SP;BRASIL;1310921;11;31456300;11;31456301;talarico@talaricocctm.com.br
CORRETORAS;33.638.727/0001-58;TAMOYO INVEST. S.A. CTVM;TAMOYO;1993-11-01;2012-04-26;DESATIVADO(A);CANCELADA;2012-04-26;2992;;PRIVADO;0.00;1995-12-31;SEDE;PCA XV DE NOVEMBRO,32-34/7 AND;;;RIO DE JANEIRO;RJ;BRASIL;20010010;21;21928;;;
CORRETORAS;58.506.221/0001-16;TENDÊNCIA ADMINISTRADORA DE BENS LTDA.;TENDENCIA;1987-12-29;2017-08-14;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2017-08-14;1660;;;3247904.89;2016-12-31;SEDE;AV.BRIGADEIRO FARIA LIMA, 2092;20 AND;PINHEIROS;SÃO PAULO;SP;BRASIL;1452002;11;38185000;11;38166873;jk@tendencia.com.br
CORRETORAS;88.720.586/0001-00;TERRAMAR CCVM S/A;TERRAMAR;1986-05-29;1996-11-29;;CANCELADA;1996-11-29;2437;;;157249.21;1995-12-31;SEDE;R SIQUEIRA CAMPOS 1163 4 ANDAR;;;PORTO ALEGRE;RS;BRASIL;90010001;51;1256;;;
CORRETORAS;73.004.715/0001-96;THECA EMPREENDIMENTOS E PARTICIPAÇÕES LTDA;THECA;1995-01-30;2011-02-25;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2011-02-25;434;;;23518602.38;2010-12-31;SEDE;AVENIDA NOVE DE JULHO, 4939;3 AND TORRE EUROPA;JARDIM PAULISTA;SÃO PAULO;SP;BRASIL;1407200;11;25041100;11;25041109;joseramon@theca.com.br
CORRETORAS;35.028.018/0001-86;TLACH CCTVM;TLACH;1989-12-13;2000-08-03;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2000-08-03;2615;;;352329.42;2004-12-31;SEDE;RUA JOSE ALBANO 85;;CENTRO;SANTO ANDRÉ;SP;BRASIL;90040150;;;;;
CORRETORAS;29.162.769/0001-98;TORO CORRETORA DE TÍTULOS E VALORES MOBILIARIOS S/A;TORO CORRETORA DE T-TULOS E VALORES MOBILI-RIOS LTDA;2018-01-12;;;EM FUNCIONAMENTO NORMAL;2018-01-12;3719;;;57369334.55;2021-12-31;SEDE;RUA BERNARDO GUIMARÃES, Nº 166;7º A 9º ANDARES;FUNCIONÁRIOS;BELO HORIZONTE;MG;;30140080;031;36658700;;;juridico@toroinvestimentos.com.br
CORRETORAS;61.777.819/0001-54;TORRE CCVM S/A;;1967-06-27;1992-04-13;CANCELADO NO AS400;CANCELADA;1992-04-13;1910;;;6224555.91;1991-12-31;SEDE;AV.PAULISTA, 2240-3 ANDAR;;;SÃO PAULO;SP;BRASIL;1310300;;;;;
CORRETORAS;57.582.264/0001-18;TORRE CORRETORA DE CÂMBIO S/A;TORRE CCTVM S.A.;2001-01-31;2003-10-06;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2003-10-06;3450;;;359560.13;2004-12-31;SEDE;RUA BANDEIRA PAULISTA, 600;10 ANDAR CONJ. 102;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4532001;051;2289338;51;2289338;torrecorretora@torrecorretora.com.br
CORRETORAS;29.384.013/0001-93;TOTAL SA CCVM;TOTAL CCVM;1985-05-13;1996-04-30;;CANCELADA;1996-04-30;868;;;586679.20;1995-12-31;SEDE;R OUVIDOR 121 - 4 AND;;;RIO DE JANEIRO;RJ;BRASIL;20040030;21;22240052;;;
CORRETORAS;74.451.022/0001-04;TOV CCTVM LTDA;TOV CCTVM LTDA;2001-01-04;2016-01-07;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;2016-01-07;3433;;;43598292.36;2013-12-31;SEDE;RUA PREFEITO CHAGAS,305;SALA 704;CENTRO;POÇOS DE CALDAS;MG;BRASIL;37701010;11;27872800;;;miltonantoniazzi@tov.com.br
CORRETORAS;27.245.141/0001-20;TRIPLIK S/A CVC;TRIPLIK;1975-06-24;1994-11-18;CANCELADO NO AS400;CANCELADA;1994-11-18;795;;;23624459264.61;1992-12-31;SEDE;R SAO BENTO, 8 - 13 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20090000;021;2118282;;;
CORRETORAS;32.461.816/0001-09;TRISTAO S/A CVC;;1989-10-17;1994-11-18;INCORPORAÇÃO;CANCELADA;1994-11-18;2607;;;9055961088.04;1992-12-31;SEDE;AV N S NAVEGANTES 675 8 ANDAR;;;VITÓRIA;ES;BRASIL;29050420;;;;;
CORRETORAS;61.747.085/0001-60;TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA;CONVENCAO;1967-08-09;;;EM FUNCIONAMENTO NORMAL;1967-08-09;1872;;;67399924.82;2021-12-31;SEDE;RUA SÃO TOMÉ 86;21º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;;4551080;11;21114800;11;31673577;juridico@tullettprebon.com.br
CORRETORAS;02.819.125/0001-73;UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;LINK S.A. CORRETORA;1999-03-17;;;EM FUNCIONAMENTO NORMAL;1999-03-17;3328;;;485714090.01;2021-12-31;SEDE;AV. BRIGA. FARIA LIMA, 4.440;7º ANDAR/PARTE;ITAIM BIBI;SÃO PAULO;SP;;4538132;11;20506500;11;27676534;ol-compliance-brazil@ubs.com
CORRETORAS;35.754.969/0001-32;UBS CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.;UBS WARBURG CCVM S.A.;1989-06-28;2007-10-29;INCORPORAÇÃO;CANCELADA;2007-10-29;1244;;;104300201.76;2006-12-31;SEDE;PRAIA DE BOTAFOGO 228;16 AND. ALA B;BOTAFOGO;RIO DE JANEIRO;RJ;BRASIL;22359900;21;25553000;21;25510175;dl-unicad@ubs.com
CORRETORAS;33.968.066/0001-29;UM INVESTIMENTOS SA CTVM;UM INVESTIMENTOS;1969-08-12;2019-09-20;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;2019-09-20;1210;;;19293066.34;2018-12-31;SEDE;PRAÇA XV DE NOVEMBRO, 20;1202;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20010010;21;23232424;21;23232449;compliance@uminvestimentos.com.br
CORRETORAS;89.560.460/0001-88;UNIBANCO CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO S/A;INVESTSHOP CVMC S.A.;1978-11-07;2012-10-01;INCORPORAÇÃO;CANCELADA;2012-10-01;2453;;;25205414.72;2011-12-31;SEDE;AV EUSEBIO MATOSO, 891;;PINHEIROS;SÃO PAULO;SP;BRASIL;5423901;11;50193201;11;50199015;relacionamento.bacen@itau-unibanco.com.br
CORRETORAS;33.764.366/0001-96;UNIBANCO CVM S/A;UNIBANCO;1967-09-29;2005-12-22;INCORPORAÇÃO;CANCELADA;2005-12-22;1023;;;86025120.28;2004-12-31;SEDE;RUA DA QUITANDA, 157;3 ANDAR;CENTRO;SÃO PAULO;SP;BRASIL;1012010;11;30974577;11;30974922;unibancocorretora@unibanco.com.br
CORRETORAS;06.971.154/0001-07;UNICA CCV LTDA;UNICA;1975-11-12;2006-10-02;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2006-10-02;175;;;2173033.25;2005-12-31;SEDE;AV.HERACLITO GRAÇA, 1245;SALA 05;ALDEOTA;FORTALEZA;CE;BRASIL;60140061;85;2558071;85;2541719;unica@famas.com.br
